RL;PREMIER_ROMAN;EAN;titre;auteur;TYPES;GENRE;Editeur;PAYS;latitude;longitude;CONTINENT;Traduit de;Traduit par;Date de parution;MOIS;ANNEE_PUBLICATION;url;categorie;prix_gf;prix_ebook;couverture;caracteristiques;ISBN;Format;Présentation;Nb. de pages;Poids;Dimensions;Collection
;NAN;9782889501137.0;La princesse, le berger et le revenant  - Contes et légendes du Jura- Grand Format;Aurélie Reusser-Elzingre;;;Livreo-Alphil;NAN;46.3144754;11.0480288;NAN;;;2023-11-02;November;2023.0;https://www.decitre.fr/livres/la-princesse-le-berger-et-le-revenant-9782889501137.html;['Livres', 'Littérature', 'Romans'];21,00 €;pas de prix ebook;https://products-images.di-static.com/image/aurelie-reusser-elzingre-la-princesse-le-berger-et-le-revenant/9782889501137-475x500-1.webp 1x,https://products-images.di-static.com/image/aurelie-reusser-elzingre-la-princesse-le-berger-et-le-revenant/9782889501137-475x500-2.webp 2x;Date de parution|02/11/2023|Editeur|Livreo-Alphil|Collection|Contes et légendes|ISBN|978-2-88950-113-7|EAN|9782889501137|Format|Grand Format|Présentation|Broché;978-2-88950-113-7;Grand Format;Broché;;;;Contes et légendes
;NAN;9782356030337.0;Une jeunesse parisienne  - De Courcelles à Guermantes- Grand Format;Suzanne Hottinguer;;;Lacurne;NAN;46.3144754;11.0480288;NAN;;;2023-11-02;November;2023.0;https://www.decitre.fr/livres/une-jeunesse-parisienne-9782356030337.html;['Livres', 'Littérature', 'Romans'];26,00 €;pas de prix ebook;https://products-images.di-static.com/image/suzanne-hottinguer-une-jeunesse-parisienne/9782356030337-475x500-1.webp 1x,https://products-images.di-static.com/image/suzanne-hottinguer-une-jeunesse-parisienne/9782356030337-475x500-2.webp 2x;Date de parution|02/11/2023|Editeur|Lacurne|Collection|En d'autres temps|ISBN|978-2-35603-033-7|EAN|9782356030337|Format|Grand Format|Présentation|Broché;978-2-35603-033-7;Grand Format;Broché;;;;En d'autres temps
;NAN;9782373751178.0;Tableaux de la nature- Grand Format;Alexander von Humboldt;;;Museo;NAN;46.3144754;11.0480288;NAN;;;2023-11-02;November;2023.0;https://www.decitre.fr/livres/tableaux-de-la-nature-9782373751178.html;['Livres', 'Littérature', 'Romans'];23,50 €;pas de prix ebook;https://products-images.di-static.com/image/alexander-von-humboldt-tableaux-de-la-nature/9782373751178-475x500-1.webp 1x,https://products-images.di-static.com/image/alexander-von-humboldt-tableaux-de-la-nature/9782373751178-475x500-2.webp 2x;Date de parution|02/11/2023|Editeur|Museo|Collection|Les grands naturalistes du XIX|ISBN|978-2-37375-117-8|EAN|9782373751178|Format|Grand Format|Présentation|Broché;978-2-37375-117-8;Grand Format;Broché;;;;Les grands naturalistes du XIX
;NAN;9782376973720.0;Conan, le fils du futur  - Coffret avec 1 roman- Grand Format;Alexander Key;;;Ynnis Editions;NAN;46.3144754;11.0480288;NAN;;;2023-11-02;November;2023.0;https://www.decitre.fr/livres/conan-le-fils-du-futur-9782376973720.html;['Livres', 'Littérature', 'Romans'];50,00 €;pas de prix ebook;https://products-images.di-static.com/image/hayao-miyazaki-le-voyage-de-chihiro/9782344029589-200x303-1.webp 1x,https://products-images.di-static.com/image/hayao-miyazaki-le-voyage-de-chihiro/9782344029589-200x303-2.webp 2x;Date de parution|02/11/2023|Editeur|Ynnis Editions|Collection|Romans|ISBN|978-2-37697-372-0|EAN|9782376973720|Format|Grand Format|Présentation|Coffret;978-2-37697-372-0;Grand Format;Coffret;;;;Romans
;NAN;9782702163382.0;Mahasti- Grand Format;Atiq Rahimi;;;Calmann-Lévy;NAN;46.3144754;11.0480288;NAN;;;2023-11-02;November;2023.0;https://www.decitre.fr/livres/mahasti-9782702163382.html;['Livres', 'Littérature', 'Romans'];18,50 €;pas de prix ebook;https://products-images.di-static.com/image/atiq-rahimi-les-porteurs-d-eau/9782072882319-200x303-1.webp 1x,https://products-images.di-static.com/image/atiq-rahimi-les-porteurs-d-eau/9782072882319-200x303-2.webp 2x;Date de parution|02/11/2023|Editeur|Calmann-Lévy|ISBN|978-2-7021-6338-2|EAN|9782702163382|Format|Grand Format|Présentation|Broché|Nb. de pages|304 pages|Dimensions|13,5 cm × 21,5 cm × 0,0 cm;978-2-7021-6338-2;Grand Format;Broché;304 pages;;13,5 cm × 21,5 cm × 0,0 cm;
;NAN;9782373000788.0;Chroniques ultérieures- Grand Format;Clement Delage;;;Temporis Editions;NAN;46.3144754;11.0480288;NAN;;;2023-11-02;November;2023.0;https://www.decitre.fr/livres/chroniques-ulterieures-9782373000788.html;['Livres', 'Littérature', 'Romans'];15,00 €;pas de prix ebook;https://products-images.di-static.com/image/clement-delage-pour-continuer/9791026263067-200x303-1.webp 1x,https://products-images.di-static.com/image/clement-delage-pour-continuer/9791026263067-200x303-2.webp 2x;Date de parution|02/11/2023|Editeur|Temporis Editions|ISBN|978-2-37300-078-8|EAN|9782373000788|Format|Grand Format|Présentation|Broché;978-2-37300-078-8;Grand Format;Broché;;;;
;NAN;9782072909092.0;Essais critiques  - 1956-1986- Grand Format;Nathalie Sarraute;;;Gallimard;NAN;46.3144754;11.0480288;NAN;;;2023-11-02;November;2023.0;https://www.decitre.fr/livres/essais-critiques-9782072909092.html;['Livres', 'Littérature', 'Romans'];19,00 €;pas de prix ebook;https://products-images.di-static.com/image/nathalie-sarraute-enfance/9782072864803-200x303-1.webp 1x,https://products-images.di-static.com/image/nathalie-sarraute-enfance/9782072864803-200x303-2.webp 2x;Date de parution|02/11/2023|Editeur|Gallimard|Collection|Blanche|ISBN|978-2-07-290909-2|EAN|9782072909092|Format|Grand Format|Présentation|Broché|Poids|0.001 Kg|Dimensions|14,0 cm × 20,5 cm × 0,0 cm;978-2-07-290909-2;Grand Format;Broché;;0.001 Kg;14,0 cm × 20,5 cm × 0,0 cm;Blanche
;NAN;9782213726564.0;L'envol- Grand Format;Aurélie Valognes;;;Fayard;NAN;46.3144754;11.0480288;NAN;;;2023-11-02;November;2023.0;https://www.decitre.fr/livres/l-envol-9782213726564.html;['Livres', 'Littérature', 'Romans'];20,90 €;pas de prix ebook;https://products-images.di-static.com/image/aurelie-valognes-la-ritournelle/9782253940760-200x303-1.webp 1x,https://products-images.di-static.com/image/aurelie-valognes-la-ritournelle/9782253940760-200x303-2.webp 2x;Date de parution|02/11/2023|Editeur|Fayard|ISBN|978-2-213-72656-4|EAN|9782213726564|Format|Grand Format|Présentation|Broché|Nb. de pages|360 pages|Dimensions|13,5 cm × 21,5 cm × 0,0 cm;978-2-213-72656-4;Grand Format;Broché;360 pages;;13,5 cm × 21,5 cm × 0,0 cm;
;NAN;9782369563334.0;Le mâle du siècle- Grand Format;Fabrice Châtelain;;;Intervalles;NAN;46.3144754;11.0480288;NAN;;;2023-11-03;November;2023.0;https://www.decitre.fr/livres/le-male-du-siecle-9782369563334.html;['Livres', 'Littérature', 'Romans'];17,00 €;pas de prix ebook;https://products-images.di-static.com/image/fabrice-chatelain-en-haut-de-l-affiche/9782369560869-200x303-2.webp 2x,https://products-images.di-static.com/image/fabrice-chatelain-en-haut-de-l-affiche/9782369560869-200x303-1.webp 1x;Date de parution|03/11/2023|Editeur|Intervalles|ISBN|978-2-36956-333-4|EAN|9782369563334|Format|Grand Format|Présentation|Broché|Nb. de pages|224 pages|Poids|0.001 Kg|Dimensions|12,5 cm × 19,0 cm × 0,1 cm;978-2-36956-333-4;Grand Format;Broché;224 pages;0.001 Kg;12,5 cm × 19,0 cm × 0,1 cm;
;NAN;9782755672183.0;Long story short- Grand Format;Hugo et Compagnie;;;Hugo Roman;NAN;46.3144754;11.0480288;NAN;;;2023-11-08;November;2023.0;https://www.decitre.fr/livres/long-story-short-9782755672183.html;['Livres', 'Littérature', 'Romans'];17,00 €;9,99 €;https://products-images.di-static.com/image/hugo-et-compagnie-long-story-short/9782755672183-475x500-1.webp 1x,https://products-images.di-static.com/image/hugo-et-compagnie-long-story-short/9782755672183-475x500-2.webp 2x;Date de parution|08/11/2023|Editeur|Hugo Roman|Collection|New Romance|ISBN|978-2-7556-7218-3|EAN|9782755672183|Format|Grand Format|Présentation|Broché|Nb. de pages|400 pages|Dimensions|13,0 cm × 20,5 cm × 0,0 cm;978-2-7556-7218-3;Grand Format;Broché;400 pages;;13,0 cm × 20,5 cm × 0,0 cm;New Romance
;NAN;9782702189788.0;Le miracle de Noël- Grand Format;Anne-Marie Dupuy;;;Calmann-Lévy;NAN;46.3144754;11.0480288;NAN;;;2023-11-08;November;2023.0;https://www.decitre.fr/livres/le-miracle-de-noel-9782702189788.html;['Livres', 'Littérature', 'Romans'];19,90 €;pas de prix ebook;https://products-images.di-static.com/image/cedric-sapin-defour-son-odeur-apres-la-pluie/9782234093966-200x303-1.webp 1x,https://products-images.di-static.com/image/cedric-sapin-defour-son-odeur-apres-la-pluie/9782234093966-200x303-2.webp 2x;Date de parution|08/11/2023|Editeur|Calmann-Lévy|ISBN|978-2-7021-8978-8|EAN|9782702189788|Format|Grand Format|Présentation|Broché;978-2-7021-8978-8;Grand Format;Broché;;;;
;NAN;9782379460982.0;Evanouie- Grand Format;Mathilde de Télossie;;;Passiflore Editions;NAN;46.3144754;11.0480288;NAN;;;2023-11-09;November;2023.0;https://www.decitre.fr/livres/evanouie-9782379460982.html;['Livres', 'Littérature', 'Romans'];16,00 €;pas de prix ebook;https://products-images.di-static.com/image/mathilde-de-telossie-evanouie/9782379460982-475x500-1.webp 1x,https://products-images.di-static.com/image/mathilde-de-telossie-evanouie/9782379460982-475x500-2.webp 2x;Date de parution|09/11/2023|Editeur|Passiflore Editions|ISBN|978-2-37946-098-2|EAN|9782379460982|Format|Grand Format|Présentation|Broché|Nb. de pages|160 pages|Dimensions|13,0 cm × 21,0 cm × 1,3 cm;978-2-37946-098-2;Grand Format;Broché;160 pages;;13,0 cm × 21,0 cm × 1,3 cm;
;NAN;9782350747194.0;Magellan- Grand Format;Marc Wiltz;;;Magellan & Cie;NAN;46.3144754;11.0480288;NAN;;;2023-11-10;November;2023.0;https://www.decitre.fr/livres/magellan-9782350747194.html;['Livres', 'Littérature', 'Romans'];29,90 €;pas de prix ebook;https://products-images.di-static.com/image/marc-wiltz-il-pleut-des-mains-sur-le-congo/9782368909775-200x303-1.webp 1x,https://products-images.di-static.com/image/marc-wiltz-il-pleut-des-mains-sur-le-congo/9782368909775-200x303-2.webp 2x;Date de parution|10/11/2023|Editeur|Magellan & Cie|Collection|Merveilles du monde|ISBN|978-2-35074-719-4|EAN|9782350747194|Format|Grand Format|Présentation|Broché;978-2-35074-719-4;Grand Format;Broché;;;;Merveilles du monde
;NAN;9782958792114.0;La petite fille qui ne voulait pas pleurer  - Un roman qui met du baume au coeur, avec des larmes aussi dedans- Grand Format;Paul-François Husson;;;Edition PFH;NAN;46.3144754;11.0480288;NAN;;;2023-11-15;November;2023.0;https://www.decitre.fr/livres/la-petite-fille-qui-ne-voulait-pas-pleurer-9782958792114.html;['Livres', 'Littérature', 'Romans'];12,90 €;pas de prix ebook;https://products-images.di-static.com/image/paul-francois-husson-la-petite-fille-qui-ne-voulait-pas-pleurer/9782958792114-45x70-1.webp 1x,https://products-images.di-static.com/image/paul-francois-husson-la-petite-fille-qui-ne-voulait-pas-pleurer/9782958792114-45x70-2.webp 2x;Date de parution|15/11/2023|Editeur|Edition PFH|ISBN|978-2-9587921-1-4|EAN|9782958792114|Format|Grand Format|Présentation|Broché|Nb. de pages|270 pages|Poids|0.3 Kg|Dimensions|13,0 cm × 20,0 cm × 2,0 cm;978-2-9587921-1-4;Grand Format;Broché;270 pages;0.3 Kg;13,0 cm × 20,0 cm × 2,0 cm;
;NAN;9782080296047.0;Rock me Amin- Grand Format;Bernard Bonnelle;;;Arthaud;NAN;46.3144754;11.0480288;NAN;;;2023-11-15;November;2023.0;https://www.decitre.fr/livres/rock-me-amin-9782080296047.html;['Livres', 'Littérature', 'Romans'];19,90 €;pas de prix ebook;https://products-images.di-static.com/image/bernard-bonnelle-les-noces-de-genes/9791037109538-200x303-1.webp 1x,https://products-images.di-static.com/image/bernard-bonnelle-les-noces-de-genes/9791037109538-200x303-2.webp 2x;Date de parution|15/11/2023|Editeur|Arthaud|ISBN|978-2-08-029604-7|EAN|9782080296047|Format|Grand Format|Présentation|Broché|Nb. de pages|256 pages;978-2-08-029604-7;Grand Format;Broché;256 pages;;;
;NAN;9782493872074.0;Zoltan- Grand Format;Sarah Oling;;;Fables fertiles;NAN;46.3144754;11.0480288;NAN;;;2023-11-16;November;2023.0;https://www.decitre.fr/livres/zoltan-9782493872074.html;['Livres', 'Littérature', 'Romans'];18,90 €;pas de prix ebook;https://products-images.di-static.com/image/sarah-oling-zoltan/9782493872074-45x70-1.webp 1x,https://products-images.di-static.com/image/sarah-oling-zoltan/9782493872074-45x70-2.webp 2x;Date de parution|16/11/2023|Editeur|Fables fertiles|ISBN|978-2-493872-07-4|EAN|9782493872074|Format|Grand Format|Présentation|Broché|Nb. de pages|186 pages|Poids|0.26 Kg|Dimensions|15,0 cm × 21,0 cm × 1,4 cm;978-2-493872-07-4;Grand Format;Broché;186 pages;0.26 Kg;15,0 cm × 21,0 cm × 1,4 cm;
;NAN;9782749926551.0;Coeur de rocker- Grand Format;Luc Plamondon;;;Michel Lafon;NAN;46.3144754;11.0480288;NAN;;;2023-11-16;November;2023.0;https://www.decitre.fr/livres/coeur-de-rocker-9782749926551.html;['Livres', 'Littérature', 'Romans'];18,95 €;13,99 €;https://products-images.di-static.com/image/luc-plamondon-coeur-de-rocker/9782749926551-475x500-1.webp 1x;Date de parution|16/11/2023|Editeur|Michel Lafon|ISBN|978-2-7499-2655-1|EAN|9782749926551|Format|Grand Format|Présentation|Broché|Nb. de pages|304 pages|Poids|0.401 Kg;978-2-7499-2655-1;Grand Format;Broché;304 pages;0.401 Kg;;
;NAN;9782371583771.0;Le voyage, personnage mysterieux  - Suivi de invisible- Grand Format;Psyché;;;Onde (Editions de L');NAN;46.3144754;11.0480288;NAN;;;2023-11-16;November;2023.0;https://www.decitre.fr/livres/le-voyage-personnage-mysterieux-9782371583771.html;['Livres', 'Littérature', 'Romans'];13,00 €;pas de prix ebook;https://products-images.di-static.com/image/psyche-le-voyage-personnage-mysterieux/9782371583771-475x500-1.webp 1x;Date de parution|16/11/2023|Editeur|Onde (Editions de L')|ISBN|978-2-37158-377-1|EAN|9782371583771|Format|Grand Format|Présentation|Broché;978-2-37158-377-1;Grand Format;Broché;;;;
;NAN;9782377690961.0;Parole d'acteur  - Suivi de double peau- Grand Format;Maurice Durozier;;;Deuxième époque;NAN;46.3144754;11.0480288;NAN;;;2023-11-23;November;2023.0;https://www.decitre.fr/livres/parole-d-acteur-9782377690961.html;['Livres', 'Littérature', 'Romans'];20,00 €;pas de prix ebook;https://products-images.di-static.com/image/maurice-durozier-parole-d-acteur/9782377690961-475x500-1.webp 1x;Date de parution|23/11/2023|Editeur|Deuxième époque|ISBN|978-2-37769-096-1|EAN|9782377690961|Format|Grand Format|Présentation|Broché|Nb. de pages|128 pages;978-2-37769-096-1;Grand Format;Broché;128 pages;;;
;NAN;9782494707139.0;A vif Tome 3- Grand Format;Belle Aurora;;;Happily Ever After;NAN;46.3144754;11.0480288;NAN;;;2023-11-24;November;2023.0;https://www.decitre.fr/livres/a-vif-tome-3-redemption-9782494707139.html;['Livres', 'Littérature', 'Romans'];19,90 €;pas de prix ebook;https://products-images.di-static.com/image/belle-aurora-a-vif-tome-3-redemption/9782494707139-475x500-1.webp 1x;Date de parution|24/11/2023|Editeur|Happily Ever After|ISBN|978-2-494707-13-9|EAN|9782494707139|Format|Grand Format|Présentation|Broché|Dimensions|14,0 cm × 21,0 cm × 2,6 cm;978-2-494707-13-9;Grand Format;Broché;;;14,0 cm × 21,0 cm × 2,6 cm;
;NAN;9782755671940.0;Unhappy New Year- Grand Format;Dahlia Blake;;;Hugo Roman;NAN;46.3144754;11.0480288;NAN;;;2023-12-06;December;2023.0;https://www.decitre.fr/livres/unhappy-new-year-9782755671940.html;['Livres', 'Littérature', 'Romans'];18,50 €;12,99 €;https://products-images.di-static.com/image/dahlia-blake-unhappy-new-year/9782755671940-475x500-1.webp 1x,https://products-images.di-static.com/image/dahlia-blake-unhappy-new-year/9782755671940-475x500-2.webp 2x;Date de parution|06/12/2023|Editeur|Hugo Roman|Collection|New Romance|ISBN|978-2-7556-7194-0|EAN|9782755671940|Format|Grand Format|Présentation|Broché|Nb. de pages|360 pages|Dimensions|13,0 cm × 20,5 cm × 0,0 cm;978-2-7556-7194-0;Grand Format;Broché;360 pages;;13,0 cm × 20,5 cm × 0,0 cm;New Romance
;NAN;9782876237391.0;L'enfant de Téhéran- Grand Format;Edouard Moradpour;;;Michel de Maule;NAN;46.3144754;11.0480288;NAN;;;2023-12-07;December;2023.0;https://www.decitre.fr/livres/l-enfant-de-teheran-9782876237391.html;['Livres', 'Littérature', 'Romans'];19,00 €;pas de prix ebook;https://products-images.di-static.com/image/edouard-moradpour-moi-edouard-vieux-garcon-maniaque-et-fier-de-l-etre-mes-33-tics-et-tocs-les-plus-toques/9782347000981-200x303-1.webp 1x,https://products-images.di-static.com/image/edouard-moradpour-moi-edouard-vieux-garcon-maniaque-et-fier-de-l-etre-mes-33-tics-et-tocs-les-plus-toques/9782347000981-200x303-2.webp 2x;Date de parution|07/12/2023|Editeur|Michel de Maule|ISBN|978-2-87623-739-1|EAN|9782876237391|Format|Grand Format|Présentation|Broché|Poids|0.001 Kg;978-2-87623-739-1;Grand Format;Broché;;0.001 Kg;;
;NAN;9782356449269.0;CiKatrice Kintsugi- Grand Format;Sylvie Antony;;;Enrick B. (Editions);NAN;46.3144754;11.0480288;NAN;;;2023-12-12;December;2023.0;https://www.decitre.fr/livres/cikatrice-kintsugi-9782356449269.html;['Livres', 'Littérature', 'Romans'];14,90 €;pas de prix ebook;https://products-images.di-static.com/image/sylvie-antony-cikatrice-kintsugi/9782356449269-475x500-2.webp 2x,https://products-images.di-static.com/image/sylvie-antony-cikatrice-kintsugi/9782356449269-475x500-1.webp 1x;Date de parution|12/12/2023|Editeur|Enrick B. (Editions)|ISBN|978-2-35644-926-9|EAN|9782356449269|Format|Grand Format|Présentation|Broché|Dimensions|52,5 cm × 52,5 cm × 0,0 cm;978-2-35644-926-9;Grand Format;Broché;;;52,5 cm × 52,5 cm × 0,0 cm;
;NAN;9782714600127.0;Oeuvres choisies- Grand Format;Franz Kafka;;;Rhéartis Editions;NAN;46.3144754;11.0480288;NAN;;;2023-12-31;December;2023.0;https://www.decitre.fr/livres/oeuvres-choisies-9782714600127.html;['Livres', 'Littérature', 'Romans'];15,00 €;1,99 €;https://products-images.di-static.com/image/franz-kafka-oeuvres-choisies/9782714600127-45x70-1.webp 1x,https://products-images.di-static.com/image/franz-kafka-oeuvres-choisies/9782714600127-45x70-2.webp 2x;Date de parution|31/12/2023|Editeur|Rhéartis Editions|Collection|Patrimoine et littérature|ISBN|978-2-7146-0012-7|EAN|9782714600127|Format|Grand Format|Présentation|Broché|Nb. de pages|250 pages|Poids|0.3 Kg|Dimensions|14,8 cm × 21,0 cm × 1,5 cm;978-2-7146-0012-7;Grand Format;Broché;250 pages;0.3 Kg;14,8 cm × 21,0 cm × 1,5 cm;Patrimoine et littérature
;NAN;9791024503387.0;Le souffle de la liberté  - Elvira- Grand Format;Nathalie Brunal;;;Nouvelles Plumes;NAN;46.3144754;11.0480288;NAN;;;2023-12-31;December;2023.0;https://www.decitre.fr/livres/le-souffle-de-la-liberte-9791024503387.html;['Livres', 'Littérature', 'Romans'];19,90 €;pas de prix ebook;https://products-images.di-static.com/image/nathalie-brunal-le-souffle-de-la-liberte/9791024503387-475x500-1.webp 1x,https://products-images.di-static.com/image/nathalie-brunal-le-souffle-de-la-liberte/9791024503387-475x500-2.webp 2x;Date de parution|31/12/2023|Editeur|Nouvelles Plumes|ISBN|979-10-245-0338-7|EAN|9791024503387|Format|Grand Format|Présentation|Broché|Nb. de pages|388 pages|Dimensions|14,0 cm × 22,5 cm × 2,0 cm;979-10-245-0338-7;Grand Format;Broché;388 pages;;14,0 cm × 22,5 cm × 2,0 cm;
;NAN;9782714600059.0;The Alhambra- Grand Format;Irving Washington;;;Rhéartis Editions;NAN;46.3144754;11.0480288;NAN;;;2023-12-31;December;2023.0;https://www.decitre.fr/livres/the-alhambra-9782714600059.html;['Livres', 'Littérature', 'Romans'];12,50 €;1,99 €;https://products-images.di-static.com/image/irving-washington-the-alhambra/9782714600059-45x70-1.webp 1x,https://products-images.di-static.com/image/irving-washington-the-alhambra/9782714600059-45x70-2.webp 2x;Date de parution|31/12/2023|Editeur|Rhéartis Editions|Collection|Patrimoine et littérature|ISBN|978-2-7146-0005-9|EAN|9782714600059|Format|Grand Format|Présentation|Broché|Nb. de pages|350 pages|Poids|0.15 Kg|Dimensions|14,8 cm × 21,0 cm × 1,5 cm;978-2-7146-0005-9;Grand Format;Broché;350 pages;0.15 Kg;14,8 cm × 21,0 cm × 1,5 cm;Patrimoine et littérature
;NAN;9782330162054.0;Dans ce monde- Grand Format;Fadi Adleh;;;Actes Sud/Sindbad;NAN;46.3144754;11.0480288;NAN;;;2024-01-03;January;2024.0;https://www.decitre.fr/livres/dans-ce-monde-9782330162054.html;['Livres', 'Littérature', 'Romans'];9,90 €;pas de prix ebook;https://products-images.di-static.com/image/ahmet-altan-madame-hayat/9782330154530-200x303-1.webp 1x,https://products-images.di-static.com/image/ahmet-altan-madame-hayat/9782330154530-200x303-2.webp 2x;Date de parution|03/01/2024|Editeur|Actes Sud/Sindbad|ISBN|978-2-330-16205-4|EAN|9782330162054|Format|Grand Format|Présentation|Broché|Nb. de pages|64 pages|Poids|0.001 Kg;978-2-330-16205-4;Grand Format;Broché;64 pages;0.001 Kg;;
